,index,text,labels
356,356,One of the most offensive beliefs of progressive liberals is that deplorables  the untermenschen outside theiâ httpstcoYwZRmOFsIS,1
357,357,Liberal progressives truly believe that they are a special caste a unique group of people  the most intelligenâ httpstcoDbRYqmOtZ,1
358,358,They are NEVER wrong     In fact they regard it as offensive to question or argue with them Anyone who does isâ httpstcoCcTbPFdBN,1
359,359,As their world view is ideological in nature they regard the deplorables leaders  as evil heretics    And theâ httpstcotdTbSbUft,1
360,360,Which is why they were STUNNED when people voted BREXIT amp Trump And to this day theyve been unable to acceptâ httpstcoGUIFYnE,2
361,361,The Cambridge Analytica conspiracy theory is a classic example    In essence millions of voters  were subtly maâ httpstcoLzSkLkZui,2
362,362,Ditto millions of voters  were subtly manipulated to vote Brexit in a vast conspiracy between shady billionairâ httpstcotcjkeNkacP,2
363,363,At the heart of this mindset is a perpetual adolescence  many of these people have never left late stage childhâ httpstcojUgOUes,2
364,364,They refuse to take responsibility for failure have little self knowledge resort to tantrums when they dont gâ httpstcoqooQzEBR,2
365,365,It is normal  and a good thing  for a small child to to believe in fairy tales    Also adolescents often seekâ httpstcovLPNrIsQO,2
366,366,It is also CRUEL to hide reality from adolescents Something too many parents and schools are doing with CATASâ httpstcorlUtamE,2
367,367,Same guy just SIX years later QalaiJangi Afghanistan httpstcoAnbOvMiW,2
368,368,John Walker Lindhs tragedy is also Americas tragedy     An adolescent who spent his whole life running away frâ httpstcowVOJmkqU,2
369,369,Lindh was a gullible young man who  allowed himself to be seduced by evil people Well he learned a hard lessâ httpstcoWDSDsD,2
370,370,Todays liberals wont fight for the Taliban but we have seen that they will do anything they can to believe câ httpstcozLBnqJcbjU,2
371,371,But the real world is knocking And the knock is getting louder and louder      As their fantasy world starâ httpstcoOuCFACi,2
372,372,Some of the braver ones will accept they were lied to  abused really  by Clinton and Obamas lies     Alas mâ httpstcoyOcZNTRMg,2
373,373,BUT its a necessary ride that America must take    For too long evil people abused our trust Many of us haveâ httpstcomeXbxchEM,2
374,374,LIVE âïWATCH NOW ðBreakingNews POTUS RealDonaldTrump Meets newly released Prisoners Arriving from North Korea Hâ httpstcoFxeNwabCr,2
375,375,POTUS amp FLOTUS have just arrived at Andrews Air Force Base and have disembarked Marine One our US Presidential hâ httpstcodzHPWiZTh,2
376,376,BreakingNews âïThe three American detainees have landed Kim Dong Chul Kim Hak Song amp Tony Kim realDonaldTrumpâ httpstcoZVxrngN,2
377,377,We are seeing multiple aircraft landing Awaiting news to hear statement whenever our POTUS realDonaldTrump is avâ httpstcoIqUNLPtgfm,2
378,378,ðºðLIVE âïWATCH NOW ðBreakingNews POTUS RealDonaldTrump FLOTUS VP SecondLady Meets newly released Prisoners Aâ httpstcofsWjJCinm,2
379,379,We just observed Walter Reed National Medical Center bus pass in front of one of the planes Unclear if the three fâ httpstcoByoKIIhaS,2
380,380,President realDonaldTrump POTUS just walked by press amp waved gave the thumbs up sign ðHe and FLOTUS just enterâ httpstcosvLGpMZYC,2
381,381,Accompanied by POTUS amp FLOTUS All three newly released hostages are seen at the doorway of the airplane with raisâ httpstcoWNFKqXj,2
382,382,realDonaldTrump POTUS now speaking âïWATCH NOW ðHT GST_Politics MAGA KAG ðºðhttpstconKrcROOHW,2
383,383,One former NK hostage says Its like a dream and we are very very happyâïWATCH NOW ðHT GST_Politics MAGA KAGâ httpstcoCPiVSTro,2
384,384,My proudest achievement will be when we are able to denuclearize that peninsula âïWATCH NOW ðHT GST_Politicsâ httpstcoqSgAxgWow,2
385,385,Trump paying his respects to the parents of Otto Warmbier while sharing how proud he is with speed amp new way that hâ httpstcoYdSQPGet,2
386,386,Trump stating he believes North Korean leader really wants to work with USA at this moment in history Trump congraâ httpstcosvjRfjFa,2
387,387,Thank you Mr President realDonaldTrump POTUS FLOTUS VP SecondLady StateDept Pompeo amp the entire team admin Uâ httpstcoZhdBWffuIq,2
388,388,Thank you GST_Politics for hosting the live stream for USA amp the world You all do such a wonderful job Its a pleâ httpstcoHblcNnnvRE,2
389,389,httpstcoPcPYoA,2
390,390,threadreaderapp please unroll for us PushBackNow many thanks cc GST_Politics,2
391,391,The current dialogue about DACA affects everyone in the US How    Racism amp scapegoating amp affect all minoritiesâ httpstcoaXRiEeanIH,2
392,392,The sociological concept of the âotherâ is important to this discussion If you havenât heard of it before here isâ httpstcoVUlTjLxXzt,2
393,393,People in power define social identities as they have the means to control the narrative â news coverage platformsâ httpstcoPfatVZvXt,2
394,394,People want to differentiate themselves from outgroups as they have negative images The ingroup is united in diâ httpstcoapKwzyDtqq,2
395,395,How this relates to DACA and immigration Trumpâs admin is using a racist amp biased narrative to establish immigraâ httpstcoKMlooB,2
396,396,Trump repeats the idea that unauthorized immigrants commit a lot of crime so getting rid of immigrants will bringâ httpstcoqGiDqHPIq,2
397,397,By repeating these lies Trump has effectively established immigrants as an âotherâ or âoutgroupâ of bad and danâ httpstcodUpOtaao,2
398,398,Scapegoating minorities is an effective way to put them in the role of âoutgroupsâ Trump blames Muslims for terroâ httpstcoRTMJncA,2
399,399,Trump has also repeatedly stated that unauthorized immigrants cost the US a lot of money That is not true  lieâ httpstcoKwAsQJYFI,2
400,400,Ending DACA would cause a loss of  billion from the GDP in the next decade That does not include the COSTâ httpstcobbkZaud,2
401,401,Trumpâs claims about unauthorized immigrants have been proven false He keeps repeating them to emphasize the ideaâ httpstcoJhoyTLsysd,2
402,402,Why is Trump so antiimmigrant if the facts donât back up his statements His family has a long history of racismâ httpstcoIRRXxBGqw,2
403,403,Scapegoating gives people who are angry and frustrated an outlet for their aggression on a target that canât strikeâ httpstcosTLERfq,2
404,404,Eight years of Obama caused a backlash from people who previously kept their racism hidden Weâve seen this in theâ httpstcoejFskFsr,2
405,405,People said that about Hitler too Specifically the New York Times in      httpstcofHJugwnRF httpstcoibAvXxJnb,2
406,406,That proved untrue in both cases Trumpâs MuslimBan BorderWall his attempt to ban trans troops his support ofâ httpstcoeSrWYWd,2
407,407,Whatâs the takeaway here Be aware of these tactics Look for them and evaluate critically Researching claims isâ httpstcomLGfxwvs,2
408,408,Why is critical thinking so important Because Trump meets almost all of the warning signs of fascism We HAVE to bâ httpstcoJguZjYwWmP,2
409,409,threadreaderapp please unroll,2
410,410,US needs low yield nuclear weapons US_Stratcom Cmdr usairforce Gen John Hyten tells SASC hearing  That capabiâ httpstcoqqZJhQFYz,2
411,411,The Russian doctrine will be to use a lowyield nuclear weapon on the battlefield in case of a conventional overâ httpstcoFoEAnrBAU,2
412,412,Our defense is deterrent capability per US_Stratcoms Gen Hyten when asked about threat from Russia Chinaâ httpstcocIvqkCrrPv,2
413,413,Russias going to have at least in the unclassified world at least  different delivery platforms for low yielâ httpstcoWdUO,2
414,414,When I have my inteltranslate the Russian for me it is not escalate to deescalate it is escalate to winâ httpstcoOZTTfxGfE,2
415,415,US Space Force  I think that someday well have a space corps space force in this country But I dont think theâ httpstcoxsBeRgWv,2
416,416,I see good signs that US moving faster to keep qualitative edge per STRATCOMs Gen Hyten We can do it again butâ httpstcoHdGPonL,2
417,417,As I sit hear today Iran is in compliance with JCPOA per US_Stratcom Cmdr Gen John Hyten asked asked about nâ httpstcoBDrczCCC,2
418,418,Impact of potentially pulling out of JCPOA on DPRK  Any action the UnitedStates makes sends a message to everyâ httpstconMwWklR,2
419,419,Thats one of the differences in deterrence in the st century is that its not longer a single country problem ampâ httpstcorCHmXxlY,2
420,420,Not just nukes cyber a concern too    We need to have specific rules of engagement in cyber that match the otherâ httpstcovdtBvddVUe,2
421,421,STRATCOMs Gen Hyten says cyber should be treated like space has been treated  talked aboutviewedconsidered as a warfighting domain,2
422,422,War conflict deterrence is against an adversary not against a place US_Stratcoms Gen Hyten says of cyberâ httpstcokVPOMznB,2
423,423,Hopefully that allows room for our diplomats to sit down with our adversary and say Is this the world you reallâ httpstcoxzxmUuJD,2
424,424,Russia amp nukes  Theyve decided that thats the most important investment they have to make as a nation amp theyvâ httpstcouAIwmWVdn,2
425,425,We have to make a decision in the near term warns US_Stratcoms Gen Hyten re question about Russia amp the INFâ httpstcosnSGvjZous,2
426,426,Hey Virginia  Primary Election JUNE    Hereâs a THREAD of ALL Democratic Candidates for Congress including Wâ httpstcovJnjPtizm,2
427,427,ABSENTEE BALLOT in Virginia  Request Absentee ballot by OCTOBER   Return by November   Online Application hereâ httpstcotBoZcPxrt,2
428,428,VOTER ID in Virginia  VoterID VA  Find Local Voter Registration Office here httpstcoTmLzQRjCr  Application foâ httpstcovRdJGNLIs,2
429,429,PROVISIONAL BALLOT in VIRGINIA  At polling place without acceptable photo ID You can vote on provisional ballot   Aâ httpstcoLRdOITbia,2
430,430,Democratic Candidates VA VA  vs Incumbent Rob Wittman R    Edwin Santana Jr  httpstcolbVTyrOxâ httpstcoiHNtVYobf,2
431,431,Democratic Candidates VA VA    Elaine Luria  Retired Navy Commander amp Businesswoman  httpstcoGIcTmXjfâ httpstcozywCjJHswx,2
432,432,Democratic Candidate VA VA    Incumbent Bobby Scott D  httpstconrmrXxJM  BobbyScott httpstcoKpEAtttT,2
433,433,District   Democratic Candidate VA VA    Incumbent Donald McEachin D  httpstcoSTITWXauz  Donald_McEachinâ httpstcoNuRSwLXhmO,2
434,434,Democratic Candidate VA VA    Leslie Cockburn  Journalist Author amp Filmmaker  httpstcommmCMPSoâ httpstcosfNLQqw,2
435,435,Democratic Candidates VA VA    Sergio Coppola  httpstcofDhVYNq  CoppolaForCongr  Jennifer Lewisâ httpstcoYdmHRlrY,2
436,436,Democratic Candidates VA VA    Abigail Spanberger  Retired CIA Officer  httpstcoeXkNxQJMB  SpanbergerVA    Dâ httpstcodBZaRQJs,2
437,437,Democratic Candidates VA VA    Incumbent Don Beyer D  httpstcocxitvwEvo  RepDonBeyer httpstcoDWWESwoQf,2
438,438,Democratic Candidates VA VA    Anthony Flaccavento  Economic Development Consultant Farmerâ httpstcoFnuTnhWoI,2
439,439,Biggins  httpstcoJsowffaFsh  BigginsForVA  Friedman  httpstcoPOoQnmU  AlisonforVA  Helmerâ httpstcordRDjHfsB,2
440,440,Democratic Candidate for US SENATOR of Virginia  Dem Incumbent Tim Kaine D  httpstcoLIMZfap  timkaine httpstcoQCWDHLjkE,2
441,441,Democratic Candidate VA    Incumbent Gerry Connolly D  httpstcojwUuOiMFzi httpstcoJpVbnNfd,2
442,442,Be a poll worker Election Officer in Virginia  To signup contact your local voter registration office Find themâ httpstcocYYaKNUV,2
443,443,Breaking incroyable de la nuit US Trump corrige publiquement son conseiller Ã  la SÃcuritÃ nationale son collaboâ httpstcoCzzkORgen,2
444,444,et pour faire bonne mesure toujours Ã   heure avancÃe Trump sest servi de la tragÃdie de Parkland pourasâ httpstcoWtQGHGFRuf,2
445,445,RÃsumons les faits et vous verrez que le breaking est dampleur Depuis vendredi soir et linculpation de  Râ httpstcoOwqyOLwygY,2
446,446,Laremontrance de Trump Ã  McMaster est dautant plus symbolique que le conseiller sÃcuritÃ nationale sÃtait eâ httpstcowCCmXKf,2
447,447,Loffensive contre le FBI Ãtait elle tÃlÃgraphiÃe depuis vendredile gouverneur de Floride Scott principal sâ httpstconCpWzQxHKp,2
448,448,Ces  tweets de Trump rÃvÃlent tant de choses leur horaire quasi nocturne et laccumulation depuis vendredi moâ httpstcoyllDKvZfk,2
449,449,On retrouve aussi la conceptionverticale du pouvoir de Trump qui souhaite  loyautÃ Ã  sa personne et non Ã  laâ httpstcoZHkoMKGq,2
450,450,La fÃbrilitÃ dÃsormais manifeste de Trump aprÃs les inculpations de Mueller pour ingÃrence de la Russie seâ httpstconzBOHPbF,2
451,451,Le couperet sest donc rapprochÃ avec ces Ãres inculpations de Mueller POUR lingÃrence de la Russie et celaâ httpstcoOJoeAcbT,2
452,452,HypothÃse  Trump na rien Ã  se reprocher quant Ã   Ãventuelle collusion avec la Russie mais ne supporte pasâ httpstcoyIPNScCK,2
453,453,HypothÃse  Trump sait que sa campagne a fautÃ avec les Russes de maniÃre pas nÃcessairement calculÃe cf pâ httpstcobxQmMBZbEF,2
454,454,Dans les  hypothÃses la bataille ultime TrumpMueller commence er enjeu Ã  dÃfaut de pouvoir virer le proâ httpstcogdbZPDFN,2
455,455,Enjeu no des jours heures Ã  venir le gÃnÃral McMaster plus brillant produit de larmÃe US passÃ par touâ httpstcoHtkxdveaL,2
456,456,Et toujours la mÃªme question si Trump veut dÃmontrer labsurditÃ de toute collusion et indiquer Ã  la Russieâ httpstcomRrAI,2
457,457,car force est de constater sans que cela prouve la collusion Ã  priori que le prÃsident Trump accomplit TREâ httpstcojopWqRKgS,2
458,458,Ironiquement dans son dernier tweet d nouvelle sÃrie rageuse du matin Trump appelle les EtatsUnis Ã  se rÃâ httpstcoQghOIdqJ,2
459,459,Dans  mÃªme sÃrie de tweets Trump peut rendre Obama et les dÃmocrates responsables de linterfÃrence russeâ httpstcoozbBjnIz,2
460,460,Vendredi le procureur Mueller acte  interfÃrence majeure de la Russie contre la dÃmocratie US Depuis lorsâ httpstcoNSxPXCJx,2
461,461,Et si vous vous demandiez pourquoi je passe mon temps Ã  analyser les tweets de Trump comme mode dexpression sâ httpstcoEzvyohfqzj,2
462,462,Todays story is called The Brink    They never thought shed lose now we understand the NWO plan to destroy Amâ httpstcoRbwLHCYhq,2
463,463,The systematic leaking of classified intel was everywhere so was exposure of military assets  Instead if defâ httpstcoMyVfFHSp,2
464,464,For years rogue operatives have been getting installed  Shadow governmentDeepState All centers ofâ httpstcoPksHyzW,2
465,465,Once population properly pacified you can start to defund Military  In between you subtly destroy structureâ httpstcoMFgXctFag,2
466,466,Shift domestically Destroy the antiGlobalists conservative base  IRS targets conservative groups MSM â httpstcorwVFklPH,2
467,467,DOD Special Access Program gets sold out so safeguards on highly classified information can be disseminated andâ httpstcoRdSzuPCWtj,2
468,468,Blindeye to NorthKorea  Intentional Allowing them to build nuclear capabilities Blindeye to Iran who werâ httpstcoNxlNOuYO,2
469,469,OpenBorders flood in IllegalAliens for Democrat votes Hezbollah ISIS MS funded and installed for fearâ httpstcotOtohbg,2
470,470,Q bombshell incoming Stage SC AS      Stage the murder of AS Antonin Scalia  Wow  See attached    Iâ httpstcoYFHhlJ,2
471,471,Destroy NASA A nation without or intentionally private space capabilities is weakened in the modern worldâ httpstcomjMUskyP,2
472,472,After all this weakening the final step was to kill of the most powerful economy in the world Wed be ready fâ httpstcoOTOmmY,2
473,473,Here then comes OpenBorders and a revision to the constitution  Ban the sale of firearms  Then you can remoâ httpstcoXIJjDzLPA,2
474,474,Q suggests HillaryClintons  year marching orders was to start a war  Lose a war    HRC  WWIII death amp weâ httpstcolxElzOkJ,2
475,475,Q stops here  But my viewpoint is that the incredibly corrupt UnitedNations would take over security worldwidâ httpstcoSypeNVzDa,2
476,476,From here you complete the cleanup of the MSM and all opposing viewpoints  War on whites with garbage likeâ httpstcorfTmLczRg,2
477,477,This is where the corporate slavemasters would take over  Our subservience would be complete with an uneducatâ httpstcoINBNQXKbA,2
478,478,We circle back to the Military  with things this deeply locked up you can defund the military and with thatâ httpstcoZKDF,2
479,479,New Witness Former WWE Pro Wrestler BillyJackReal Claims to Have Seen Boys on the Tracks Murdersâ httpstcoZyacDKea,2
480,480,Linda Ives mother of Kevin Ives one of the boys who was murdered on the tracks in August of   httpstcowSIlKVZmkg,2
481,481,Latest from Private Investigator Keith Rounsavall interview on The Boys On The Tracks  KATVNews in Arkansasâ httpstconfevmcncv,2
482,482,Doc Washburn interview with Billy Jack Haynes today where he admits to his role in the Murders of Kevin Ives amp Donâ httpstcoYGwJNaqTGr,2
483,483,Private Investigator Keith Rounsavall and the messages between him and two CIs Archived from Facebookâ httpstcoAGrfTTBl,2
484,484,The link works fine on my end  httpstcoeGXTZQ,2
485,485,Billy Jack Haynes Describing what he was witness to on August rd  Picking up a Cocaine drop amp the Murders ofâ httpstcojKSSdJjhps,2
486,486,Dan Harmon was Saline County prosecutor assigned to Don Henry amp Kevin Ives case He pretended to be helping Linda Iâ httpstcoYaFOUblyZN,2
487,487,The Rise and Demise of Jean Duffeys Task Force  By Jean Duffey  httpstcoCrPRNXGGuc httpstcoGZfpliAxQ,2
488,488,On October th  Sarah McClendon of McClendon News Service asks Bill Clinton about the Airbase in Mena Arkansaâ httpstcobPvtHAljB,2
489,489,Transcript from the October th  exchange with Sarah McClendonð  httpstcoPngfviG httpstcoXmgalYCHE,2
490,490,Local News Anchor KATVJason Penderson ran this story the other night from KATV in Little Rock Arkansas and Revisitâ httpstcopeedcdXMv,2
491,491,DailyMailUK s latest article on the BoysOnTheTracks with BillyJackHayes coming forward with new information onâ httpstcooSEWdDBFD,2
492,492,InvestWatchBlog new article  Billy Jack Haynes â Retired Professional Wrestler â Speaks Out â Drug Running And Hitâ httpstcoxwlcmBWd,2
493,493,ðEXCLUSIVE Full Interview from Billy Jack Haynes on the Doc Washburn Radio Show  KARNFM  Little Rock From â httpstcogOBUfMWQey,2
494,494,threadreaderapp unroll please   ChopChop ðð,2
495,495,JohnCarlin is the next guy to watch for in RussiaGate get to know him BostonMarathon httpstcoZwqEBnWb httpstcorMVSeNfOt,2
496,496,From  to  he served in leadership roles at the Federal Bureau of Investigation FBI ultimately serving aâ httpstcoIhYbmaT,2
497,497,When Rajesh De the chief lawyer for the National Security Agency needs a special court order so the agency can spâ httpstcoHBftSKKU,2
498,498,As a result of NSA Director Admiral Mike Rogers suspecting FISA   â email and phone calls surveillance acâ httpstcoVJrsGfXh,2
499,499,The NSA compliance officer identified several strange  âAbout Queriesâ that were being conducted These were vioâ httpstcoBfxAcFd,2
500,500,Here comes JohnCarlin The DOJ National Security Division then set Admiral Mike Rogers up to take the fall for theâ httpstcoqEEqnxPR,2
501,501,httpstcohydbIzcVH,2
502,502,DOJNSD head John P Carlin was setting up Rogers as the scapegoat while knowing the NSA FISA compliance officer wasâ httpstcozvOjOOFkVl,2
503,503,However before the review was complete the DOJNSD had enough information for their unlawful FISA warrant which woâ httpstcomkceTjDU,2
504,504,As a result of his not going along Rogers became a risk DNI James Clapper demanded he be fired,2
505,505,Ten days after the  election November th  Admiral Rogers travels to Trump Tower without telling ODNI Jaâ httpstcorYYhvQiaCN,2
506,506,Thank God AdmiralRogers didnât tell Obama httpstcoriZLnmx,2
507,507,And a lot of people have been paying Donald Trump a visit at Trump Tower in New York City mostly people being consâ httpstcoyYpYRnKAt,2
508,508,This is what a hero looks like httpstcoSiWggjxrS,2
509,509,Here is an amazing thread I just found from The Last Refuge  everyone should read  httpstcodfBLPqw,2
510,510,Another amzing thread from Saul MontesBradley highly recommend following him Debradelai  its all connected toâ httpstcojzMrKDc,2
511,511,THREAD  As you might know Im a FormerGOP     I voted Republican loyally for over  years But when Trump won theâ httpstcomsTLYSqJ,2
512,512,Many wonderful people in TheResistance have taken me in educated me and helped me to become a much better personâ httpstcoHuXmliV,2
513,513,Today I learned something else    When I first saw the Rose ð¹ symbol in various profiles I googled it and alsoâ httpstcojSnQBfYff,2
514,514,Well my daughters middle name is Rose and I just like roses anyway so I chose to put that in my profile httpstcoHiwrNPZpj,2
515,515,One wonderful person today explained some of my recent confusion    Apparently Bernie supporters have taken to usinâ httpstcofEfXAPSI,2
516,516,I have nothing against Bernie or ANY of his supporters but I do not wish to sow division or disunion so I will beâ httpstcoswKCQmofI,2
517,517,At this point in my thread its important for you to know that I watched the Democratic Primaries in  as someoâ httpstcoyMYqGt,2
518,518,I was worried to later hear of the scandal surrounding SenSanders treatment by the DNC Knowing how Trump workedâ httpstcoHCRGptvz,2
519,519,I neednt have worried it seems because Trump let his pal Putin do that for him on social media Putin we now knâ httpstcoJLxZSsJ,2
520,520,Putin used social media like a crowbar to turn the crack that originally existed between the Bernie amp Hillaryâ httpstcolSLWqa,2
521,521,Recently TheResistance has discovered a large number of bot accounts in their midst placed there by possible Rusâ httpstcozCSWwlyM,2
522,522,Now with Muellers indictments we see the evidence that Putin was trying to divide the Left from day one as farâ httpstcoMRjTiilINa,2
523,523,With the upcoming  elections and as new Presidential candidates arise Putin wishes to influence nay MANIPUâ httpstcoxkbbTiArP,2
524,524,Unblock each other refriend each other LIKE each others posts amp tweets and be especially careful to check profâ httpstcowxubmiaP,2
525,525,Too many districts are Red and we NEED to FlipBlue Too many of those CAN be flipped but we will have to work haâ httpstcomLKfZODr,2
526,526,Ours is a great amp powerful Democracy one that has been tarnished amp humiliated by the stain of the corrupt amp bloodâ httpstcoVHsLxYj,2
527,527,But we CAN and we WILL shine once more     We CAN and we WILL be a proud nation once more    We CAN and we WILLâ httpstcohnrHpGthP,2
528,528,Let us find our redemption in our resolve and find our pride in the power of our unity Let us be a beacon in thisâ httpstcoumoTMpc,2
529,529,We are TheResistance  And we MUST coexist in PEACE  ðïâïðïâïðïâïðï httpstcoslUfdl,2
530,530,I had another lifethreatening heartlung episode today  Im not sure how much of it had to do with my cutting my hâ httpstcoQTysavWLe,2
531,531,I couldnt afford to go to the hospitalwhen you call  the city charges you  for the trip to nearest hosâ httpstcoFmZhozw,2
532,532,So all day instead of doing work that needs to be done I have been trying to get my heart rate under  which gâ httpstcoJHmgrV,2
533,533,I stayed away from politics from Twitter from email I read a book listened to classical musicall the things wâ httpstcoBfugruQn,2
534,534,There are millions of Americans with cancer chronic illnessdisability like me who are forced to do this every dâ httpstcofvlIMzBbPV,2
535,535,Generally incurable and ongoing chronic diseases affect approximately M Americans representing more than  oâ httpstcoHxwIMK,2
536,536,of Americans are dealing with chronic incurable illnessdisability  This will tell you more about this if youâ httpstcoXmTfGwD,2
537,537,If you are disabled or chronically ill you are more likely to be poor underemployed or unemployed making theseâ httpstcohWOfrKVC,2
538,538,unemployment rate for persons with a disability PWD at  was unchanged from  The rate for those wâ httpstcoUhKtHpyJ,2
539,539,GOP has been trying to repeal ACA since its inception in  even as most other Western nations have some versiâ httpstcoEYBePFyTd,2
540,540,Medicaid and Medicare and SSDI are supposed to pick up the slack for disabled and chronically ill Americans    Tâ httpstcojEsjKMQ,3
541,541,Its going to get worse for the  of Americans who live with chronic illness andor disability  The Impending Deâ httpstcovACdRUu,3
542,542,The longterm impact of treating PWDs andor chronic illness differentlyeven though we are  of the populationâ httpstcoMNkeQyt,3
543,543,Ignoring the impact of chronic illness will be disastrous for the country and the economy   Andas was the case foâ httpstcocFUbGYJ,3
544,544,Chronic diseases are the leading causes of death and disability in the US Chronic diseases and conditionsâsuch asâ httpstcoWKyDhGNK,3
545,545,Sothats my day    Heart crisis brought on by cutting back my medication because of cost  Afraid to call for helpâ httpstcogaepZrO,3
546,546,POSTSCRIPT While I was writing this thread I got an email via the portal from the nurse at my cardiologists pracâ httpstcoKHoQaCDHz,3
547,547,This is great news for meit will still be  but it wont be k   But what about all the other people who donâ httpstcoUxUMrtnHp,3
548,548,This is going to happen more and more    Someone somewhere will die  If you think this isnt political you wouldâ httpstcoWvUUCAyEVi,3
549,549,ltThreadgt  ðAttention Resistance    After following the Suggestions from SpockResists below dont forget to change yâ httpstcoPUMhwSIxc,3
550,550,First off As you can see here when I search for my Friend SpockResists under the people tab Twitter does notâ httpstcorBLqBfHj,3
551,551,This display has two settings Uncheck the Hide Sensitive Content Feature httpstcomvfXqxvb,3
552,552,Go back to your Searchamp VoilÃ  he magically appears again  Crazy Right    So what does this Mean Moving Forward  Isâ httpstcobMHTZuu,3
553,553,The Simple Answer is there seems to be no true Rhyme or Reason as to whos acct is deemed Sensitive Content  Tâ httpstcoQBOQMnLII,3
554,554,To sum up a Shadowban is when your Tweets become hidden from those who do not follow you making you rather unâ httpstcoIWTpBKpmj,3
555,555,Yet users are not given any rationale as to why they have been Shadowbanned  I never received an email or notifâ httpstcocSniFfuPUy,3
556,556,For those who have followed myself amp others in Resistance groups a while    We do not use Profane or Violent Laâ httpstcovmxvoaWr,3
557,557,But Despite Staying well within  Twitters ToS amp Rules as far as we Know  This article outlines what little contâ httpstcoxLfhQsuGZZ,3
558,558,Overall Being Marked as Sensitive Content Stifles our voice within the Twitter community making it much haâ httpstcoCpWYnh,3
559,559,TheResistance accounts we know of that have been effected by this ban as of late are as followsâ httpstcoLNxCUfIf,3
560,560,No one has seen so many Resistance accounts hit by a Shadowban or Hidden at one time  This may be an Unintentâ httpstcorreXUCqB,3
561,561,NatCookResists AlexMunday_ KellieResists chappie_cat TrinityResists Elastigirl Havok_â httpstcoVfjAgLXWXJ,3
562,562,Also for a simpler way to check if you amp your friends are Shadowbanned use this link ð    Feel free to add peoplâ httpstcoLDYtxqkU,3
563,563,First we can SpeakOut    Use the Suggestions here to Contact TwitterSupport amptell them that Stifling our Voiceâ httpstcozvXzGFZOSW,3
564,564,To end Social Media amp the Internet as a Whole are key Communications Utilities that many of us now take for grâ httpstcoyHIlFgVd,3
565,565,Thereâs no such thing as a âstartup inside of a big companyâ    This misnomer actively misleads both big company empâ httpstcodTfNkuA,3
566,566,In the startup community earlystage failure is often tolerated and even celebrated    People understand what anâ httpstcokIZpdgCKV,3
567,567,The most fundamental pervasive background thread of an earlystage startup is that when it fails everyone hasâ httpstcoMEAZMcSTc,3
568,568,On the other hand earlystage work that any person âstartupâ team does inside of a  person company canâtâ httpstcoMMJcRNHtT,3
569,569,In many big companies on the other hand taking a risk and failing often puts the stench of failure on the peopleâ httpstcombNYujTbr,3
570,570,And by the way I ran one of these âstartups inside of a big companyâ myself and at the time thought it was basicâ httpstcoNKVVimI,3
571,571,True story We once wrapped an ethernet cable around the outside of our highrise office building like a clotheslinâ httpstcoZniLSVrZ,3
572,572,In fact in a big company âstartupâ you often get the coolest space and the best perks    Teams are set up in a âgarâ httpstcoKcrzWfUd,3
573,573,In a real earlystage startup you are taking out the trash yourself If you want a drink you buy it You build yoâ httpstcoktQGWHnq,3
574,574,These all seem like small things but creating a functioning humane workplace for people to do great work can takeâ httpstcohmCQaYfX,3
575,575,Big company âstartupsâ start off with the existing infrastructure of a megacorp The company provides snacks andâ httpstcomcnZKCXRzc,3
576,576,Startups on the other hand have to put much more effort into building their teams Every hire is from outside theâ httpstcoedwtBSuU,3
577,577,A big company âstartupâ product is sold and promoted with the resources of the big company behind it    Even if yâ httpstcowuZFoROT,3
578,578,Youâve got a field sales team ready to sell what youâve created A marketingPR engine ready to promote it The namâ httpstcotgOwbo,3
579,579,Hiring in a big company âstartupâ is often more like a draft where you get to pick the âbest amp brightestâ fromâ httpstcoLIhYBeyKUb,3
580,580,As someone who made a transition from a big âcenter of the tech worldâ company to founding a company I didnât realâ httpstcoymtAHVxsWJ,3
581,581,All of this is not to say that âinnovation teamsâ inside of big companies shouldnât exist or that they are bad plaâ httpstcouYTEaEtp,3
582,582,Real startups naturally attract people willing to embrace the riskambiguity in return for bigger challenges autonâ httpstcoKWeNpE,3
583,583,With Gender activism It Doesnât Get Better So work out what you can salvage     A DyketagnanThreads thread,3
584,584,Consider what the lesbian amp gay liberation movement fought for     to not be jailed for being homosexual   to notâ httpstcolrDyfV,3
585,585,to be allowed to marry legally   to be allowed to visit our partner in hospital   to keep our kids or adopt kâ httpstcotDdPEnykr,3
586,586,Contrast this with the demands of Gender activism     to move rapists and their penises to womenâs prisons   to gâ httpstcopFrHueWOsc,3
587,587,to get lesbians to have sex with people with penises   to force women to be treated by biologically male hospitâ httpstcojSMtNtoJj,3
588,588,Do these sound like the same kinds of movement  Hereâs another contrast  When LGB kids are having a hard time oldeâ httpstcolUHermHiRe,3
589,589,Compare this with the genderist response spark the Werther Effect by shrieking âif you donât medically transitionâ httpstcoSKCOFXAvI,3
590,590,Well hereâs the thing the approach of the lesbian amp gay liberation movement WORKED Things can still be bad for yoâ httpstcojHSFasDXH,3
591,591,Is the genderist movement working Sometimes it might seem so given the elite opinion backing it up But Iâm sensiâ httpstcohiSPQGA,3
592,592,Itâs going to take a while but every new outrage takes more people into the gender critical camp And They Neverâ httpstcoKuztCgUfM,3
